Timestamp,Load Cell 1
2024-09-25 14:31:52,23.72
2024-09-25 14:31:52,23.74
2024-09-25 14:31:52,23.74
2024-09-25 14:31:52,23.74
2024-09-25 14:31:52,23.74
2024-09-25 14:31:52,23.74
2024-09-25 14:31:52,23.74
2024-09-25 14:31:52,23.74
2024-09-25 14:31:52,23.74
2024-09-25 14:31:52,23.74
2024-09-25 14:31:52,23.74
2024-09-25 14:31:52,23.76
2024-09-25 14:31:52,23.76
2024-09-25 14:31:52,23.76
2024-09-25 14:31:52,23.76
2024-09-25 14:31:52,23.76
2024-09-25 14:31:52,23.76
2024-09-25 14:31:52,23.76
2024-09-25 14:31:52,23.76
2024-09-25 14:31:52,23.76
2024-09-25 14:31:52,23.79
2024-09-25 14:31:52,23.79
2024-09-25 14:31:52,23.79
2024-09-25 14:31:52,23.79
2024-09-25 14:31:52,23.79
2024-09-25 14:31:52,23.79
2024-09-25 14:31:52,23.79
2024-09-25 14:31:52,23.79
2024-09-25 14:31:52,23.79
2024-09-25 14:31:52,23.8
2024-09-25 14:31:52,23.8
2024-09-25 14:31:52,23.8
2024-09-25 14:31:52,23.8
2024-09-25 14:31:52,23.8
2024-09-25 14:31:52,23.8
2024-09-25 14:31:52,23.8
2024-09-25 14:31:52,23.8
2024-09-25 14:31:52,23.8
2024-09-25 14:31:52,23.8
2024-09-25 14:31:52,23.8
2024-09-25 14:31:52,23.8
2024-09-25 14:31:52,23.8
2024-09-25 14:31:52,23.8
2024-09-25 14:31:52,23.8
2024-09-25 14:31:52,23.8
2024-09-25 14:31:52,23.8
2024-09-25 14:31:52,23.8
2024-09-25 14:31:52,23.8
2024-09-25 14:31:52,23.78
2024-09-25 14:31:52,23.78
2024-09-25 14:31:52,23.78
2024-09-25 14:31:52,23.78
2024-09-25 14:31:52,23.78
2024-09-25 14:31:52,23.78
2024-09-25 14:31:52,23.78
2024-09-25 14:31:52,23.78
2024-09-25 14:31:52,23.78
2024-09-25 14:31:52,23.75
2024-09-25 14:31:52,23.75
2024-09-25 14:31:52,23.75
2024-09-25 14:31:52,23.75
2024-09-25 14:31:52,23.75
2024-09-25 14:31:52,23.75
2024-09-25 14:31:52,23.75
2024-09-25 14:31:53,23.75
2024-09-25 14:31:53,23.75
2024-09-25 14:31:53,23.75
2024-09-25 14:31:53,23.75
2024-09-25 14:31:53,23.75
2024-09-25 14:31:53,23.75
2024-09-25 14:31:53,23.75
2024-09-25 14:31:53,23.75
2024-09-25 14:31:53,23.75
2024-09-25 14:31:53,23.75
2024-09-25 14:31:53,23.75
2024-09-25 14:31:53,23.8
2024-09-25 14:31:53,23.8
2024-09-25 14:31:53,23.8
2024-09-25 14:31:53,23.8
2024-09-25 14:31:53,23.8
2024-09-25 14:31:53,23.8
2024-09-25 14:31:53,23.8
2024-09-25 14:31:53,23.8
2024-09-25 14:31:53,23.8
2024-09-25 14:31:53,23.8
2024-09-25 14:31:53,23.86
2024-09-25 14:31:53,23.86
2024-09-25 14:31:53,23.86
2024-09-25 14:31:53,23.86
2024-09-25 14:31:53,23.86
2024-09-25 14:31:53,23.86
2024-09-25 14:31:53,23.86
2024-09-25 14:31:53,23.86
2024-09-25 14:31:53,23.86
2024-09-25 14:31:53,23.86
2024-09-25 14:31:53,23.86
2024-09-25 14:31:53,23.86
2024-09-25 14:31:53,23.86
2024-09-25 14:31:53,23.86
2024-09-25 14:31:53,23.86
2024-09-25 14:31:53,23.86
2024-09-25 14:31:53,23.86
2024-09-25 14:31:53,23.86
2024-09-25 14:31:53,23.82
2024-09-25 14:31:53,23.82
2024-09-25 14:31:53,23.82
2024-09-25 14:31:53,23.82
2024-09-25 14:31:53,23.82
2024-09-25 14:31:53,23.82
2024-09-25 14:31:53,23.82
2024-09-25 14:31:53,23.77
2024-09-25 14:31:53,23.77
2024-09-25 14:31:53,23.77
2024-09-25 14:31:53,23.77
2024-09-25 14:31:53,23.73
2024-09-25 14:31:53,23.73
2024-09-25 14:31:53,23.73
2024-09-25 14:31:53,23.73
2024-09-25 14:31:53,23.73
2024-09-25 14:31:53,23.73
2024-09-25 14:31:53,23.73
2024-09-25 14:31:53,23.73
2024-09-25 14:31:53,23.73
2024-09-25 14:31:53,23.73
2024-09-25 14:31:53,23.75
2024-09-25 14:31:53,23.75
2024-09-25 14:31:53,23.75
2024-09-25 14:31:53,23.75
2024-09-25 14:31:53,23.75
